,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Benjamin S Halpern. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
162,100,pub.1002104177,10.1016/j.biocon.2005.10.005,,,Effects of fishing and protection on Brazilian reef fishes,Biological Conservation,,,2006-03,2006,128,3,391-402,"All OA; Green, Accepted & Submitted",Article,"Floeter, S.R.; Halpern, B.S.; Ferreira, C.E.L.","Floeter, S.R.","Floeter, S.R. (University of California, Santa Barbara); Halpern, B.S. (University of California, Santa Barbara); Ferreira, C.E.L. (Instituto de Estudos do Mar Almirante Paulo Moreira)",93,16,,8.97,https://escholarship.org/content/qt6zx5z5d3/qt6zx5z5d3.pdf?t=lnpyrz,https://app.dimensions.ai/details/publication/pub.1002104177,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
163,400,pub.1007802489,10.1111/j.1523-1739.2005.00258.x,16909659,,Gaps and Mismatches between Global Conservation Priorities and Spending,Conservation Biology,,Animals; Biodiversity; Conservation of Natural Resources; Costs and Cost Analysis; Female; Geographic Information Systems; International Cooperation; Internationality; Male; Regression Analysis,2006-02,2006,20,1,56-64,"All OA; Green, Accepted & Submitted",Article,"HALPERN, BENJAMIN S.; PYKE, CHRISTOPHER R.; FOX, HELEN E.; HANEY, J. CHRIS; SCHLAEPFER, MARTIN A.; ZARADIC, PATRICIA",,"HALPERN, BENJAMIN S. (University of California, Santa Barbara; University of California, Santa Cruz); PYKE, CHRISTOPHER R. (University of California, Santa Barbara); FOX, HELEN E. (University of Hawaii at Manoa; World Wildlife Fund); HANEY, J. CHRIS (); SCHLAEPFER, MARTIN A. (The University of Texas at Austin); ZARADIC, PATRICIA (Stroud Water Research Center)",95,4,0.59,,https://escholarship.org/content/qt7t24t3r3/qt7t24t3r3.pdf?t=lnokty,https://app.dimensions.ai/details/publication/pub.1007802489,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
164,400,pub.1046013157,10.1111/j.1461-0248.2005.00827.x,16958861,,Accounting for uncertainty in marine reserve design,Ecology Letters,,"Conservation of Natural Resources; Ecosystem; Models, Biological; Oceans and Seas; Uncertainty",2006-01,2006,9,1,2-11,Closed,Article,"Halpern, Benjamin S.; Regan, Helen M.; Possingham, Hugh P.; McCarthy, Michael A.",,"Halpern, Benjamin S. (University of California, Santa Barbara); Regan, Helen M. (San Diego State University); Possingham, Hugh P. (University of Queensland); McCarthy, Michael A. (University of Melbourne)",113,4,1.13,13.17,,https://app.dimensions.ai/details/publication/pub.1046013157,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
165,200,pub.1016965476,10.1111/j.1461-0248.2005.00862.x,,,Rejoinder: uncertainty and decision making,Ecology Letters,,,2006-01,2006,9,1,13-14,Closed,Article,"Halpern, Benjamin S.; Regan, Helen M.; Possingham, Hugh P.; McCarthy, Michael A.",,"Halpern, Benjamin S. (University of California, Santa Barbara); Regan, Helen M. (San Diego State University); Possingham, Hugh P. (University of Queensland); McCarthy, Michael A. (University of Melbourne)",1,0,,0.11,,https://app.dimensions.ai/details/publication/pub.1016965476,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
166,200,pub.1070467014,10.2307/3868659,,,Integrated Coastal Reserve Planning: Making the Land-Sea Connection,Frontiers in Ecology and the Environment,,,2005-10,2005,3,8,429,Closed,Article,"Stoms, David M.; Davis, Frank W.; Andelman, Sandy J.; Carr, Mark H.; Gaines, Steven D.; Halpern, Benjamin S.; Hoenicke, Rainer; Leibowitz, Scott G.; Leydecker, Al; Madin, Elizabeth M. P.; Tallis, Heather; Warner, Robert R.",,"Stoms, David M. (); Davis, Frank W. (); Andelman, Sandy J. (); Carr, Mark H. (); Gaines, Steven D. (); Halpern, Benjamin S. (); Hoenicke, Rainer (); Leibowitz, Scott G. (); Leydecker, Al (); Madin, Elizabeth M. P. (); Tallis, Heather (); Warner, Robert R. ()",5,3,,,,https://app.dimensions.ai/details/publication/pub.1070467014,,,,,,
167,100,pub.1017327756,10.1890/1540-9295(2005)003[0429:icrpmt]2.0.co;2,,,Integrated coastal reserve planning: making the land–sea connection,Frontiers in Ecology and the Environment,,,2005-10,2005,3,8,429-436,Closed,Article,"Stoms, David M.; Davis, Frank W.; Andelman, Sandy J.; Carr, Mark H.; Gaines, Steven D.; Halpern, Benjamin S.; Hoenicke, Rainer; Leibowitz, Scott G.; Leydecker, Al; Madin, Elizabeth MP; Tallis, Heather; Warner, Robert R.",,"Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Andelman, Sandy J. (University of California, Santa Barbara); Carr, Mark H. (University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara; University of California, Santa Cruz); Hoenicke, Rainer (); Leibowitz, Scott G. (Environmental Protection Agency); Leydecker, Al (University of California, Santa Barbara); Madin, Elizabeth MP (University of California, Santa Barbara); Tallis, Heather (University of Washington); Warner, Robert R. (University of California, Santa Barbara)",78,15,,6.91,,https://app.dimensions.ai/details/publication/pub.1017327756,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
168,100,pub.1015082278,10.1111/j.1461-0248.2005.00731.x,,,Low functional redundancy in coastal marine assemblages,Ecology Letters,,,2005-04,2005,8,4,391-400,Closed,Article,"Micheli, Fiorenza; Halpern, Benjamin S.",,"Micheli, Fiorenza (Stanford University); Halpern, Benjamin S. (University of California, Santa Barbara; University of California, Santa Cruz)",285,56,,25.25,,https://app.dimensions.ai/details/publication/pub.1015082278,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
169,100,pub.1029450767,10.1111/j.1461-0248.2004.00712.x,,,Predator effects on herbivore and plant stability,Ecology Letters,,,2005-02,2005,8,2,189-194,"All OA; Green, Accepted & Submitted",Article,"Halpern, Benjamin S.; Borer, Elizabeth T.; Seabloom, Eric W.; Shurin, Jonathan B.",,"Halpern, Benjamin S. (University of California, Santa Barbara; University of California, Santa Cruz); Borer, Elizabeth T. (Oregon State University); Seabloom, Eric W. (Oregon State University); Shurin, Jonathan B. (University of British Columbia)",42,4,,3.99,https://escholarship.org/content/qt2gh0w4s0/qt2gh0w4s0.pdf?t=lnpwlg,https://app.dimensions.ai/details/publication/pub.1029450767,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
170,100,pub.1017656285,10.1890/03-0816,,,WHAT DETERMINES THE STRENGTH OF A TROPHIC CASCADE?,Ecology,,,2005-02,2005,86,2,528-537,Closed,Article,"Borer, E. T.; Seabloom, E. W.; Shurin, J. B.; Anderson, K. E.; Blanchette, C. A.; Broitman, B.; Cooper, S. D.; Halpern, B. S.",,"Borer, E. T. (University of California, Santa Barbara); Seabloom, E. W. (University of California, Santa Barbara); Shurin, J. B. (University of British Columbia); Anderson, K. E. (University of California, Santa Barbara); Blanchette, C. A. (University of California, Santa Barbara); Broitman, B. (University of California, Santa Barbara); Cooper, S. D. (University of California, Santa Barbara); Halpern, B. S. (University of California, Santa Barbara)",319,45,,28.27,,https://app.dimensions.ai/details/publication/pub.1017656285,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
171,400,pub.1058714821,10.1086/426672,15729641,,"Habitat size, recruitment, and longevity as factors limiting population size in stage-structured species.",The American Naturalist,,"Animals; Environment; Longevity; Models, Biological; Population Density; Population Dynamics",2005-01,2005,165,1,82-94,Closed,Article,"Halpern, Benjamin S; Gaines, Steven D; Warner, Robert R",,"Halpern, Benjamin S (University of California, Santa Barbara); Gaines, Steven D (); Warner, Robert R ()",56,6,0.34,4.1,,https://app.dimensions.ai/details/publication/pub.1058714821,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
172,100,pub.1026692315,10.1890/03-5260,,,TRAJECTORIES AND CORRELATES OF COMMUNITY CHANGE IN NO‐TAKE MARINE RESERVES,Ecological Applications,,,2004-12,2004,14,6,1709-1723,Closed,Article,"Micheli, Fiorenza; Halpern, Benjamin S.; Botsford, Louis W.; Warner, Robert R.",,"Micheli, Fiorenza (Stanford University); Halpern, Benjamin S. (University of California, Santa Barbara); Botsford, Louis W. (University of California, Davis); Warner, Robert R. (University of California, Santa Barbara)",263,36,,22.71,,https://app.dimensions.ai/details/publication/pub.1026692315,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
173,100,pub.1003345295,10.1890/03-5136,,,CONFOUNDING EFFECTS OF THE EXPORT OF PRODUCTION AND THE DISPLACEMENT OF FISHING EFFORT FROM MARINE RESERVES,Ecological Applications,,,2004-08,2004,14,4,1248-1256,"All OA; Green, Accepted & Submitted",Article,"Halpern, Benjamin S.; Gaines, Steven D.; Warner, Robert R.",,"Halpern, Benjamin S. (University of California, Santa Barbara; University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara)",98,16,,7.01,https://escholarship.org/content/qt9tb4s87t/qt9tb4s87t.pdf?t=lnpw4c,https://app.dimensions.ai/details/publication/pub.1003345295,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
174,400,pub.1025403833,10.1098/rspb.2003.2405,14561299,PMC1691459,Review Paper. Matching marine reserve design to reserve objectives,Proceedings of The Royal Society B Biological Sciences,,Conservation of Natural Resources; Ecosystem; Environment Design; Fisheries; Geography; Marine Biology; Oceans and Seas,2003-09-22,2003,270,1527,1871-1878,"All OA; Green, Published",Article,"Halpern, Benjamin S.; Warner, Robert R.",,"Halpern, Benjamin S. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara)",182,23,1.46,13.36,http://europepmc.org/articles/pmc1691459?pdf=render,https://app.dimensions.ai/details/publication/pub.1025403833,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
175,100,pub.1037149741,10.1890/1051-0761(2003)013[0215:aoecis]2.0.co;2,,,APPLICATION OF ECOLOGICAL CRITERIA IN SELECTING MARINE RESERVES AND DEVELOPING RESERVE NETWORKS,Ecological Applications,,,2003-02,2003,13,sp1,215-228,All OA; Gold,Article,"Roberts, Callum M.; Branch, George; Bustamante, Rodrigo H.; Castilla, Juan Carlos; Dugan, Jenifer; Halpern, Benjamin S.; Lafferty, Kevin D.; Leslie, Heather; Lubchenco, Jane; McArdle, Deborah; Ruckelshaus, Mary; Warner, Robert R.",,"Roberts, Callum M. (University of York); Branch, George (University of Cape Town); Bustamante, Rodrigo H. (Charles Darwin Foundation); Castilla, Juan Carlos (Pontifical Catholic University of Chile); Dugan, Jenifer (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Leslie, Heather (Oregon State University); Lubchenco, Jane (Oregon State University); McArdle, Deborah (University of California, Santa Barbara); Ruckelshaus, Mary (Northwest Fisheries Science Center); Warner, Robert R. (University of California, Santa Barbara)",191,17,,18.56,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0215%3AAOECIS%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1037149741,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
176,100,pub.1034783258,10.1890/1051-0761(2003)013[0117:tiomrd]2.0.co;2,,,THE IMPACT OF MARINE RESERVES: DO RESERVES WORK AND DOES RESERVE SIZE MATTER?,Ecological Applications,,,2003-02,2003,13,sp1,117-137,All OA; Gold,Article,"Halpern, Benjamin S.",,"Halpern, Benjamin S. (University of California, Santa Barbara)",802,89,,77.91,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0117%3ATIOMRD%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1034783258,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
177,100,pub.1016146650,10.1890/1051-0761(2003)013[0199:ecfecs]2.0.co;2,,,ECOLOGICAL CRITERIA FOR EVALUATING CANDIDATE SITES FOR MARINE RESERVES,Ecological Applications,,,2003-02,2003,13,sp1,199-214,All OA; Gold,Article,"Roberts, Callum M.; Andelman, Sandy; Branch, George; Bustamante, Rodrigo H.; Castilla, Juan Carlos; Dugan, Jenifer; Halpern, Benjamin S.; Lafferty, Kevin D.; Leslie, Heather; Lubchenco, Jane; McArdle, Deborah; Possingham, Hugh P.; Ruckelshaus, Mary; Warner, Robert R.",,"Roberts, Callum M. (University of York); Andelman, Sandy (University of California, Santa Barbara); Branch, George (University of Cape Town); Bustamante, Rodrigo H. (Charles Darwin Foundation); Castilla, Juan Carlos (Pontifical Catholic University of Chile); Dugan, Jenifer (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Leslie, Heather (Oregon State University); Lubchenco, Jane (Oregon State University); McArdle, Deborah (University of California, Santa Barbara); Possingham, Hugh P. (University of Adelaide); Ruckelshaus, Mary (Northwest Fisheries Science Center); Warner, Robert R. (University of California, Santa Barbara)",271,25,,26.33,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0199%3AECFECS%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1016146650,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
178,200,pub.1028794712,10.1034/j.1600-0706.2002.990222.x,,,Topological approaches to food web analyses: a few modifications may improve our insights,Oikos,,,2002-11,2002,99,2,397-401,Closed,Article,"Borer, Elizabeth T.; Anderson, Kurt; Blanchette, Carol A.; Broitman, Bernardo; Cooper, Scott D.; Halpern, Benjamin S.; Seabloom, Eric W.; Shurin, Jonathan B.",,"Borer, Elizabeth T. (); Anderson, Kurt (); Blanchette, Carol A. (); Broitman, Bernardo (); Cooper, Scott D. (); Halpern, Benjamin S. (); Seabloom, Eric W. (); Shurin, Jonathan B. ()",19,0,,1.38,,https://app.dimensions.ai/details/publication/pub.1028794712,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
179,100,pub.1047489366,10.1046/j.1461-0248.2002.00381.x,,,A cross‐ecosystem comparison of the strength of trophic cascades,Ecology Letters,,,2002-11,2002,5,6,785-791,Closed,Article,"Shurin, Jonathan B.; Borer, Elizabeth T.; Seabloom, Eric W.; Anderson, Kurt; Blanchette, Carol A.; Broitman, Bernardo; Cooper, Scott D.; Halpern, Benjamin S.",,"Shurin, Jonathan B. (University of California, Santa Barbara); Borer, Elizabeth T. (University of California, Santa Barbara); Seabloom, Eric W. (University of California, Santa Barbara); Anderson, Kurt (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara); Broitman, Bernardo (University of California, Santa Barbara); Cooper, Scott D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara)",577,67,,56.49,,https://app.dimensions.ai/details/publication/pub.1047489366,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
180,100,pub.1010262310,10.1046/j.1461-0248.2002.00326.x,,,Marine reserves have rapid and lasting effects,Ecology Letters,,,2002-05,2002,5,3,361-366,Closed,Article,"Halpern, Benjamin S.; Warner, Robert R.",,"Halpern, Benjamin S. (); Warner, Robert R. (University of California, Santa Barbara)",396,37,,35.21,,https://app.dimensions.ai/details/publication/pub.1010262310,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
