,"""About the data: Exported on Dec 04, 2019. Criteria: Researcher is Lars Bildsten. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,100,pub.1118980848,,,,"Rapid Rotation and Nonradial Pulsations: Kappa-Mechanism Excitation of
  G-Modes in B Stars",arXiv,,,2/19/98,1998,,,,"All OA; Green, Accepted & Submitted",Preprint,"Ushomirsky, Greg; Bildsten, Lars",,"Ushomirsky, Greg (); Bildsten, Lars ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1118980848,0201 Astronomical and Space Sciences; 02 Physical Sciences,0201 Astronomical and Space Sciences,02 Physical Sciences,,,
289,200,pub.1098497537,10.1063/1.55175,,,Nucleosynthesis at the proton drip line—a challenge for nuclear physics,,Tours symposium on nuclear physics III,,1998,1998,,,559-568,"All OA; Green, Accepted & Submitted",Proceeding,"Schatz, H.; Bildsten, L.; Görres, J.; Rauscher, T.; Thielemann, F.-K.; Wiescher, M.",,"Schatz, H. (); Bildsten, L. (); Görres, J. (); Rauscher, T. (); Thielemann, F.-K. (); Wiescher, M. ()",0,0,,,http://quasar.physik.unibas.ch/~tommy/pubs/tours97.ps.gz,https://app.dimensions.ai/details/publication/pub.1098497537,,,,,,
290,100,pub.1118972052,,,,"Oceanography of Accreting Neutron Stars: Non-Radial Oscillations and
  Periodic X-Ray Variability",arXiv,,,12/31/97,1997,,,,"All OA; Green, Accepted & Submitted",Preprint,"Bildsten, Lars; Cumming, Andrew; Ushomirsky, Greg; Cutler, Curt",,"Bildsten, Lars (); Cumming, Andrew (); Ushomirsky, Greg (); Cutler, Curt ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1118972052,0201 Astronomical and Space Sciences; 02 Physical Sciences,0201 Astronomical and Space Sciences,02 Physical Sciences,,,
291,200,pub.1035448578,10.1086/313060,,,Observations of Accreting Pulsars,The Astrophysical Journal Supplement Series,,,1997-12,1997,113,2,367-408,All OA; Gold,Article,"Bildsten, Lars; Chakrabarty, Deepto; Chiu, John; Finger, Mark H.; Koh, Danny T.; Nelson, Robert W.; Prince, Thomas A.; Rubin, Bradley C.; Scott, D. Matthew; Stollberg, Mark; Vaughan, Brian A.; Wilson, Colleen A.; Wilson, Robert B.",,"Bildsten, Lars (); Chakrabarty, Deepto (); Chiu, John (); Finger, Mark H. (); Koh, Danny T. (); Nelson, Robert W. (); Prince, Thomas A. (); Rubin, Bradley C. (); Scott, D. Matthew (); Stollberg, Mark (); Vaughan, Brian A. (); Wilson, Colleen A. (); Wilson, Robert B. ()",465,32,,,http://iopscience.iop.org/article/10.1086/313060/pdf,https://app.dimensions.ai/details/publication/pub.1035448578,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
292,100,pub.1118962245,,,,"Light Element Depletion in Contracting Brown Dwarfs and
  Pre--Main-Sequence Stars",arXiv,,,11/10/97,1997,,,,"All OA; Green, Accepted & Submitted",Preprint,"Ushomirsky, Greg; Matzner, Christopher D.; Brown, Edward F.; Bildsten, Lars; Hilliard, Vadim G.; Schroeder, Peter C.",,"Ushomirsky, Greg (University of California, Berkeley); Matzner, Christopher D. (University of California, Berkeley); Brown, Edward F. (University of California, Berkeley); Bildsten, Lars (University of California, Berkeley); Hilliard, Vadim G. (University of California, Berkeley); Schroeder, Peter C. (University of California, Berkeley)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1118962245,0201 Astronomical and Space Sciences; 02 Physical Sciences,0201 Astronomical and Space Sciences,02 Physical Sciences,,,
293,200,pub.1058618433,10.1086/310936,,,On the Dramatic Spin-up/Spin-down Torque Reversals in Accreting Pulsars,The Astrophysical Journal,,,10/20/97,1997,488,2,l117-l120,All OA; Gold,Article,"Nelson, Robert W.; Bildsten, Lars; Chakrabarty, Deepto; Finger, Mark H.; Koh, Danny T.; Prince, Thomas A.; Rubin, Bradley C.; Scott, D. Mathew; Vaughan, Brian A.; Wilson, Robert B.",,"Nelson, Robert W. (); Bildsten, Lars (); Chakrabarty, Deepto (); Finger, Mark H. (); Koh, Danny T. (); Prince, Thomas A. (); Rubin, Bradley C. (); Scott, D. Mathew (); Vaughan, Brian A. (); Wilson, Robert B. ()",61,5,,,http://iopscience.iop.org/article/10.1086/310936/pdf,https://app.dimensions.ai/details/publication/pub.1058618433,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
294,100,pub.1118943017,,,,Observations of Accreting Pulsars,arXiv,,,7/10/97,1997,,,,"All OA; Green, Accepted & Submitted",Preprint,"Bildsten, Lars; Chakrabarty, Deepto; Chiu, John; Finger, Mark H.; Koh, Danny T.; Nelson, Robert W.; Prince, Thomas A.; Rubin, Bradley C.; Scott, D. Matthew; Stollberg, Mark; Vaughan, Brian A.; Wilson, Colleen A.; Wilson, Robert B.",,"Bildsten, Lars (); Chakrabarty, Deepto (); Chiu, John (); Finger, Mark H. (); Koh, Danny T. (); Nelson, Robert W. (); Prince, Thomas A. (); Rubin, Bradley C. (); Scott, D. Matthew (); Stollberg, Mark (); Vaughan, Brian A. (); Wilson, Colleen A. (); Wilson, Robert B. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1118943017,0201 Astronomical and Space Sciences; 02 Physical Sciences,0201 Astronomical and Space Sciences,02 Physical Sciences,,,
295,200,pub.1058611676,10.1086/304151,,,Lithium Depletion in Fully Convective Pre–Main‐Sequence Stars,The Astrophysical Journal,,,6/10/97,1997,482,1,442-447,All OA; Gold,Article,"Bildsten, Lars; Brown, Edward F.; Matzner, Christopher D.; Ushomirsky, Greg",,"Bildsten, Lars (); Brown, Edward F. (); Matzner, Christopher D. (); Ushomirsky, Greg ()",79,2,,,http://iopscience.iop.org/article/10.1086/304151/pdf,https://app.dimensions.ai/details/publication/pub.1058611676,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
296,200,pub.1058618163,10.1086/310666,,,On the Correlation of Torque and Luminosity in GX 1+4,The Astrophysical Journal,,,6/1/97,1997,481,2,l101-l105,All OA; Gold,Article,"Chakrabarty, Deepto; Bildsten, Lars; Finger, Mark H.; Grunsfeld, John M.; Koh, Danny T.; Nelson, Robert W.; Prince, Thomas A.; Vaughan, Brian A.; Wilson, Robert B.",,"Chakrabarty, Deepto (); Bildsten, Lars (); Finger, Mark H. (); Grunsfeld, John M. (); Koh, Danny T. (); Nelson, Robert W. (); Prince, Thomas A. (); Vaughan, Brian A. (); Wilson, Robert B. ()",66,7,,,http://iopscience.iop.org/article/10.1086/310666/pdf,https://app.dimensions.ai/details/publication/pub.1058618163,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
297,200,pub.1058611454,10.1086/303929,,,Rapid Spin‐up Episodes in the Wind‐fed Accreting Pulsar GX 301−2,The Astrophysical Journal,,,4/20/97,1997,479,2,933-947,All OA; Gold,Article,"Koh, Danny T.; Bildsten, Lars; Chakrabarty, Deepto; Nelson, Robert W.; Prince, Thomas A.; Vaughan, Brian A.; Finger, Mark H.; Wilson, Robert B.; Rubin, Bradley C.",,"Koh, Danny T. (); Bildsten, Lars (); Chakrabarty, Deepto (); Nelson, Robert W. (); Prince, Thomas A. (); Vaughan, Brian A. (); Finger, Mark H. (); Wilson, Robert B. (); Rubin, Bradley C. ()",70,6,,,http://iopscience.iop.org/article/10.1086/303929/pdf,https://app.dimensions.ai/details/publication/pub.1058611454,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
298,200,pub.1058611366,10.1086/303841,,,A Sequence of Outbursts from the Transient X‐Ray Pulsar GS 0834−430,The Astrophysical Journal,,,4/10/97,1997,479,1,388-397,All OA; Gold,Article,"Wilson, Colleen A.; Finger, Mark H.; Harmon, B. Alan; Scott, D. Matthew; Wilson, Robert B.; Bildsten, Lars; Chakrabarty, Deepto; Prince, Thomas A.",,"Wilson, Colleen A. (); Finger, Mark H. (); Harmon, B. Alan (); Scott, D. Matthew (); Wilson, Robert B. (); Bildsten, Lars (); Chakrabarty, Deepto (); Prince, Thomas A. ()",31,1,,,http://iopscience.iop.org/article/10.1086/303841/pdf,https://app.dimensions.ai/details/publication/pub.1058611366,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
299,200,pub.1058611277,10.1086/303752,,,Thermonuclear Burning on the Accreting X‐Ray Pulsar GRO J1744−28,The Astrophysical Journal,,,3/10/97,1997,477,2,897-904,All OA; Gold,Article,"Bildsten, Lars; Brown, Edward F.",,"Bildsten, Lars (); Brown, Edward F. ()",55,5,,,http://iopscience.iop.org/article/10.1086/303752/pdf,https://app.dimensions.ai/details/publication/pub.1058611277,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
300,100,pub.1118987387,,,,On the Correlation of Torque and Luminosity in GX 1+4,arXiv,,,3/7/97,1997,,,,"All OA; Green, Accepted & Submitted",Preprint,"Chakrabarty, Deepto; Bildsten, Lars; Finger, Mark H.; Grunsfeld, John M.; Koh, Danny T.; Nelson, Robert W.; Prince, Thomas A.; Vaughan, Brian A.; Wilson, Robert B.",,"Chakrabarty, Deepto (); Bildsten, Lars (); Finger, Mark H. (); Grunsfeld, John M. (); Koh, Danny T. (); Nelson, Robert W. (); Prince, Thomas A. (); Vaughan, Brian A. (); Wilson, Robert B. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1118987387,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
301,200,pub.1058610970,10.1086/303445,,,Torque Reversal and Spin‐down of the Accretion‐powered Pulsar 4U 1626−67,The Astrophysical Journal,,,1997-01,1997,474,1,414-425,All OA; Gold,Article,"Chakrabarty, Deepto; Bildsten, Lars; Grunsfeld, John M.; Koh, Danny T.; Prince, Thomas A.; Vaughan, Brian A.; Finger, Mark H.; Scott, D. Matthew; Wilson, Robert B.",,"Chakrabarty, Deepto (); Bildsten, Lars (); Grunsfeld, John M. (); Koh, Danny T. (); Prince, Thomas A. (); Vaughan, Brian A. (); Finger, Mark H. (); Scott, D. Matthew (); Wilson, Robert B. ()",83,6,,,http://iopscience.iop.org/article/10.1086/303445/pdf,https://app.dimensions.ai/details/publication/pub.1058610970,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
302,200,pub.1098497502,10.1063/1.54279,,,The rp-process in X-ray bursts,,The sixth conference on the intersections of particle and nuclear physcis,,1997,1997,,,987-991,Closed,Proceeding,"Schatz, H.; Bildsten, L.; Görres, J.; Wiescher, M.; Thielemann, F.-K.",,"Schatz, H. (); Bildsten, L. (); Görres, J. (); Wiescher, M. (); Thielemann, F.-K. ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1098497502,,,,,,
303,100,pub.1038341565,10.1017/s025292110004272x,,,On the Dramatic Spin-Up/Spin-Down Torque Reversals in BATSE Observations of Accretion Powered Pulsars,International Astronomical Union Colloquium,,,1997,1997,163,,256-265,All OA; Gold,Article,"Nelson, Robert W.; Vaughan, Brian A.; Bildsten, Lars; Chakrabarty, Deepto; Koh, Danny T.; Prince, Thomas A.; Finger, Mark H.; Wilson, Robert B.; Rubin, Bradley C.",,"Nelson, Robert W. (California Institute of Technology); Vaughan, Brian A. (California Institute of Technology); Bildsten, Lars (California Institute of Technology); Chakrabarty, Deepto (California Institute of Technology); Koh, Danny T. (California Institute of Technology); Prince, Thomas A. (California Institute of Technology); Finger, Mark H. (); Wilson, Robert B. (); Rubin, Bradley C. ()",1,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/ADB00FD081C64937B557C0106BE8D152/S025292110004272Xa.pdf/div-class-title-on-the-dramatic-spin-up-spin-down-torque-reversals-in-batse-observations-of-accretion-powered-pulsars-div.pdf,https://app.dimensions.ai/details/publication/pub.1038341565,0201 Astronomical and Space Sciences; 02 Physical Sciences,0201 Astronomical and Space Sciences,02 Physical Sciences,,,
304,100,pub.1118977445,,,,Lithium Depletion in Fully Convective Pre-Main Sequence Stars,arXiv,,,12/16/96,1996,,,,"All OA; Green, Accepted & Submitted",Preprint,"Bildsten, Lars; Brown, Edward F.; Matzner, Christopher D.; Ushomirsky, Greg",,"Bildsten, Lars (University of California, Berkeley); Brown, Edward F. (University of California, Berkeley); Matzner, Christopher D. (University of California, Berkeley); Ushomirsky, Greg (University of California, Berkeley)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1118977445,0201 Astronomical and Space Sciences; 02 Physical Sciences,0201 Astronomical and Space Sciences,02 Physical Sciences,,,
305,200,pub.1036226728,10.1016/0370-2693(96)00687-9,,,"The 4He(p, n)4Li∗ reaction at 100 and 200 MeV: Implications for the mass-four system and for astrophysics [Phys. Lett. B 368 (1996) 39]",Physics Letters B,,,1996-07,1996,380,4-Mar,493,Closed,Article,"Edwards, C.M.; Palarczyk, M.; Dehnhard, D.; Espy, M.A.; Franey, M.A.; Langenbrunner, J.L.; Bland, L.C.; Carman, D.S.; Brinkmöller, B.; Madey, R.; Wang, Y.; Watson, J.W.; Bildsten, L.",,"Edwards, C.M. (); Palarczyk, M. (); Dehnhard, D. (); Espy, M.A. (); Franey, M.A. (); Langenbrunner, J.L. (); Bland, L.C. (); Carman, D.S. (); Brinkmöller, B. (); Madey, R. (); Wang, Y. (); Watson, J.W. (); Bildsten, L. ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1036226728,"0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 01 Mathematical Sciences; 02 Physical Sciences; 0105 Mathematical Physics",0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",01 Mathematical Sciences,02 Physical Sciences,0105 Mathematical Physics
306,200,pub.1058508301,10.1086/177012,,,Ocean g-Modes on Rotating Neutron Stars,The Astrophysical Journal,,,1996-04,1996,460,,827,All OA; Gold,Article,"Bildsten, Lars; Ushomirsky, Greg; Cutler, Curt",,"Bildsten, Lars (); Ushomirsky, Greg (); Cutler, Curt ()",84,12,,,https://doi.org/10.1086/177012,https://app.dimensions.ai/details/publication/pub.1058508301,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
307,100,pub.1045594029,10.1016/0370-2693(95)01499-3,,,"The 4He(p, n)4Li∗ reaction at 100 and 200 MeV: Implications for the mass-four system and for astrophysics",Physics Letters B,,,1996-01,1996,368,2-Jan,39-43,Closed,Article,"Edwards, C.M.; Palarczyk, M.; Dehnhard, D.; Espy, M.A.; Franey, M.A.; Langenbrunner, J.L.; Bland, L.C.; Carman, D.S.; Brinkmöller, B.; Madey, R.; Wang, Y.; Watson, J.W.; Bildsten, L.",,"Edwards, C.M. (University of Minnesota); Palarczyk, M. (University of Minnesota); Dehnhard, D. (University of Minnesota); Espy, M.A. (University of Minnesota); Franey, M.A. (University of Minnesota); Langenbrunner, J.L. (University of Minnesota); Bland, L.C. (Indiana University Bloomington); Carman, D.S. (Indiana University Bloomington); Brinkmöller, B. (Karlsruhe Institute of Technology); Madey, R. (Kent State University); Wang, Y. (Kent State University); Watson, J.W. (Kent State University); Bildsten, L. (University of California, Berkeley)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1045594029,"02 Physical Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,
308,200,pub.1058507128,10.1086/175839,,,Discovery of the 18.7 Second Accreting X-Ray Pulsar GRO J1948+32,The Astrophysical Journal,,,1995-06,1995,446,,826,All OA; Gold,Article,"Chakrabarty, Deepto; Koh, Towsian; Bildsten, Lars; Prince, Thomas A.; Finger, Mark H.; Wilson, Robert B.; Pendleton, Geoffrey N.; Rubin, Bradley C.",,"Chakrabarty, Deepto (); Koh, Towsian (); Bildsten, Lars (); Prince, Thomas A. (); Finger, Mark H. (); Wilson, Robert B. (); Pendleton, Geoffrey N. (); Rubin, Bradley C. ()",28,1,,,https://doi.org/10.1086/175839,https://app.dimensions.ai/details/publication/pub.1058507128,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
