,"""About the data: Exported on Dec 04, 2019. Criteria: Researcher is Jacob N Israelachvili. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,200,pub.1058031212,10.1063/1.453196,,,Structuring in liquid alkanes between solid surfaces: Force measurements and mean‐field theory,The Journal of Chemical Physics,,,1987-08,1987,87,3,1834-1841,"All OA; Green, Published",Article,"Christenson, H. K.; Gruen, D. W. R.; Horn, R. G.; Israelachvili, J. N.",,"Christenson, H. K. (); Gruen, D. W. R. (); Horn, R. G. (); Israelachvili, J. N. ()",210,9,,,http://dro.deakin.edu.au/eserv/DU:30041429/horn-structuringinliquid-1987.pdf,https://app.dimensions.ai/details/publication/pub.1058031212,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
461,200,pub.1033218922,10.1016/0021-9797(87)90420-6,,,Growth of ionic crystallites on exposed surfaces,Journal of Colloid and Interface Science,,,1987-06,1987,117,2,576-577,Closed,Article,"Christenson, Hugo K.; Israelachvili, Jacob N.",,"Christenson, Hugo K. (Australian National University); Israelachvili, Jacob N. (Australian National University)",21,1,,,,https://app.dimensions.ai/details/publication/pub.1033218922,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
462,100,pub.1004505675,10.1016/0021-9797(87)90065-8,,,Measurement of the deformation and adhesion of solids in contact,Journal of Colloid and Interface Science,,,1987-02,1987,115,2,480-492,Closed,Article,"Horn, R.G; Israelachvili, J.N; Pribac, F",,"Horn, R.G (Australian National University); Israelachvili, J.N (Australian National University); Pribac, F (Australian National University)",196,3,,,,https://app.dimensions.ai/details/publication/pub.1004505675,09 Engineering; 0903 Biomedical Engineering,09 Engineering,0903 Biomedical Engineering,,,
463,100,pub.1038159646,10.1007/bf01410323,,,Measurements of the viscosity of thin fluid films between two surfaces with and without adsorbed polymers,Colloid and Polymer Science,,,1986-12,1986,264,12,1060-1065,Closed,Article,"Israelachvili, J. N.",,"Israelachvili, J. N. (Australian National University)",49,1,,,,https://app.dimensions.ai/details/publication/pub.1038159646,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
464,100,pub.1002542309,10.1016/0378-4371(86)90232-3,,,Liquid structure and short-range forces between surfaces in liquids,Physica A Statistical Mechanics and its Applications,,,1986-12,1986,140,2-Jan,278-284,Closed,Article,"Israelachvili, J.N.; Christenson, H.K.",,"Israelachvili, J.N. (Lund University); Christenson, H.K. (Australian National University)",13,0,,,,https://app.dimensions.ai/details/publication/pub.1002542309,01 Mathematical Sciences; 02 Physical Sciences; 0105 Mathematical Physics; 0206 Quantum Physics,01 Mathematical Sciences,02 Physical Sciences,0105 Mathematical Physics,0206 Quantum Physics,
465,100,pub.1005857162,10.1016/0021-9797(86)90376-0,,,Measurement of the viscosity of liquids in very thin films,Journal of Colloid and Interface Science,,,1986-03,1986,110,1,263-271,Closed,Article,"Israelachvili, Jacob N",,"Israelachvili, Jacob N (Australian National University)",311,11,,,,https://app.dimensions.ai/details/publication/pub.1005857162,0912 Materials Engineering; 09 Engineering; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),
466,300,pub.1024508637,10.1016/0076-6879(86)27029-9,3736425,,[26] Direct methods for measuring conformational water forces (hydration forces) between membrane and other surfaces,Methods in Enzymology,Biomembranes Part O: Protons and Water: Structure and Translocation,"Colloids; Lipid Bilayers; Membranes; Methods; Models, Biological; Molecular Conformation; Water",1986,1986,127,,353-360,Closed,Chapter,"Israelachvili, Jacob; Marra, Johan",,"Israelachvili, Jacob (); Marra, Johan ()",28,0,0.52,,,https://app.dimensions.ai/details/publication/pub.1024508637,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
467,100,pub.1017901482,10.1007/978-1-4613-1831-6_1,,,"Physical Principles of Surfactant Self-Association Into Micelles, Bilayers, Vesicles and Microemulsion Droplets",,Surfactants in Solution,,1986,1986,,,Mar-33,Closed,Chapter,"Israelachvili, Jacob",,"Israelachvili, Jacob (Australian National University)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1017901482,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
468,400,pub.1055170880,10.1021/bi00338a020,4063343,,Direct measurements of forces between phosphatidylcholine and phosphatidylethanolamine bilayers in aqueous electrolyte solutions.,Biochemistry,,"Calcium Chloride; Chemical Phenomena; Chemistry; Electrolytes; Lipid Bilayers; Magnesium; Magnesium Chloride; Mathematics; Models, Molecular; Osmolar Concentration; Phosphatidylcholines; Phosphatidylethanolamines; Pressure; Solutions; Structure-Activity Relationship; Surface Properties",1985-08,1985,24,17,4608-18,Closed,Article,"Marra, Johan; Israelachvili, Jacob",,"Marra, Johan (); Israelachvili, Jacob ()",471,20,11.31,,,https://app.dimensions.ai/details/publication/pub.1055170880,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
469,100,pub.1005781668,10.1016/0021-9797(84)90063-8,,,Molecular layering of water in thin films between mica surfaces and its relation to hydration forces,Journal of Colloid and Interface Science,,,1984-10,1984,101,2,511-523,Closed,Article,"Pashley, Richard M; Israelachvili, Jacob N",,"Pashley, Richard M (Australian National University); Israelachvili, Jacob N (Australian National University)",257,12,,,,https://app.dimensions.ai/details/publication/pub.1005781668,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
470,200,pub.1058025226,10.1063/1.447206,,,Temperature dependence of solvation forces,The Journal of Chemical Physics,,,1984-05,1984,80,9,4566-4567,Closed,Article,"Christenson, Hugo K.; Israelachvili, Jacob N.",,"Christenson, Hugo K. (); Israelachvili, Jacob N. ()",28,2,,,,https://app.dimensions.ai/details/publication/pub.1058025226,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
471,100,pub.1013756467,10.1016/0021-9797(84)90177-2,,,Measurement of the hydrophobic interaction between two hydrophobic surfaces in aqueous electrolyte solutions,Journal of Colloid and Interface Science,,,1984-04,1984,98,2,500-514,Closed,Article,"Israelachvili, J.N; Pashley, R.M",,"Israelachvili, J.N (Australian National University); Pashley, R.M (Australian National University)",298,26,,,,https://app.dimensions.ai/details/publication/pub.1013756467,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
472,200,pub.1056179280,10.1021/ma00132a015,,,Forces between two layers of adsorbed polystyrene immersed in cyclohexane below and above the θ temperature,Macromolecules,,,1984-03,1984,17,2,204-209,Closed,Article,"Israelachvili, Jacob N.; Tirrell, Matthew; Klein, Jacob; Almog, Ya'acov",,"Israelachvili, Jacob N. (); Tirrell, Matthew (); Klein, Jacob (); Almog, Ya'acov ()",97,2,,,,https://app.dimensions.ai/details/publication/pub.1056179280,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
473,100,pub.1046527519,10.1016/0021-9797(84)90316-3,,,"Dlvo and hydration forces between mica surfaces in Mg2+, Ca2+, Sr2+, and Ba2+ chloride solutions",Journal of Colloid and Interface Science,,,1984-02,1984,97,2,446-455,Closed,Article,"Pashley, R.M; Israelachvili, J.N",,"Pashley, R.M (Australian National University); Israelachvili, J.N (Australian National University)",281,25,,,,https://app.dimensions.ai/details/publication/pub.1046527519,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
474,200,pub.1054588985,10.1016/s0021-9797(84)80070-3,,,Measurement of the hydrophobic interaction between two hydrophobic surfaces in aqueous electrolyte solutions,Journal of Colloid and Interface Science,,,1984,1984,98,1,500-514,Closed,Article,"ISRAELACHVILI, J; PASHLEY, R",,"ISRAELACHVILI, J (); PASHLEY, R ()",137,2,,,,https://app.dimensions.ai/details/publication/pub.1054588985,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
475,100,pub.1047261084,10.1038/306249a0,,,Molecular layering of water at surfaces and origin of repulsive hydration forces,Nature,,,1983-11,1983,306,5940,249-250,Closed,Article,"Israelachvili, Jacob N.; Pashley, Richard M.",,"Israelachvili, Jacob N. (Australian National University); Pashley, Richard M. (Australian National University)",401,38,,,,https://app.dimensions.ai/details/publication/pub.1047261084,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
476,300,pub.1022086622,10.1038/300341a0,7144887,,"The hydrophobic interaction is long range, decaying exponentially with distance",Nature,,"Chemical Phenomena; Chemistry, Physical; Lipids; Protein Conformation; Solubility; Structure-Activity Relationship; Water",1982-11,1982,300,5890,341-342,Closed,Article,"Israelachvili, Jacob; Pashley, Richard",,"Israelachvili, Jacob (Australian National University); Pashley, Richard (Australian National University)",650,58,10.12,,,https://app.dimensions.ai/details/publication/pub.1022086622,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
477,100,pub.1041952642,10.1016/0001-8686(82)85004-5,,,Forces between surfaces in liquids,Advances in Colloid and Interface Science,,,1982-07,1982,16,1,31-47,Closed,Article,"Israelachvili, J.N.",,"Israelachvili, J.N. (Australian National University)",79,4,,,,https://app.dimensions.ai/details/publication/pub.1041952642,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
478,100,pub.1002920475,10.1016/0021-9797(82)90156-4,,,Measurement of forces due to structure in hydrocarbon liquids,Journal of Colloid and Interface Science,,,1982-07,1982,88,1,79-88,Closed,Article,"Christenson, H.K; Horn, R.G; Israelachvili, J.N",,"Christenson, H.K (Australian National University); Horn, R.G (Australian National University); Israelachvili, J.N (Australian National University)",99,4,,,,https://app.dimensions.ai/details/publication/pub.1002920475,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
479,100,pub.1011515222,10.1016/0166-6622(81)80058-3,,,Direct measurement of the effect of meniscus forces on adhesion: A study of the applicability of macroscopic thermodynamics to microscopic liquid interfaces,Colloids and Surfaces,,,1981-12,1981,3,4,303-319,Closed,Article,"Fisher, Leonard R.; Israelachvili, Jacob N.",,"Fisher, Leonard R. (); Israelachvili, Jacob N. (Australian National University)",155,5,,,,https://app.dimensions.ai/details/publication/pub.1011515222,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
480,200,pub.1058020173,10.1063/1.442146,,,Direct measurement of structural forces between two surfaces in a nonpolar liquid,The Journal of Chemical Physics,,,1981-08,1981,75,3,1400-1411,Closed,Article,"Horn, Roger G.; Israelachvili, Jacob N.",,"Horn, Roger G. (); Israelachvili, Jacob N. ()",553,19,,,,https://app.dimensions.ai/details/publication/pub.1058020173,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
481,200,pub.1027393177,10.1016/0014-5793(81)80163-9,,,An ion‐exchange model for thylakoid stacking in chloroplasts,FEBS Letters,,,7/6/81,1981,129,2,193-196,All OA; Gold,Article,"Duniec, J.T.; Israelachvili, J.N.; Ninham, B.W.; Pashley, R.M.; Thorne, S.W.",,"Duniec, J.T. (Commonwealth Scientific and Industrial Research Organisation); Israelachvili, J.N. (Australian National University); Ninham, B.W. (Australian National University); Pashley, R.M. (Australian National University); Thorne, S.W. (Commonwealth Scientific and Industrial Research Organisation)",26,0,,,http://onlinelibrary.wiley.com/doi/10.1016/0014-5793(81)80163-9/pdf,https://app.dimensions.ai/details/publication/pub.1027393177,0603 Evolutionary Biology; 0601 Biochemistry and Cell Biology; 0304 Medicinal and Biomolecular Chemistry; 03 Chemical Sciences; 06 Biological Sciences,0603 Evolutionary Biology,0601 Biochemistry and Cell Biology,0304 Medicinal and Biomolecular Chemistry,03 Chemical Sciences,06 Biological Sciences
482,100,pub.1040705259,10.1016/0021-9797(81)90212-5,,,Experimental studies on the applicability of the Kelvin equation to highly curved concave menisci,Journal of Colloid and Interface Science,,,1981-04,1981,80,2,528-541,Closed,Article,"Fisher, Leonard R; Israelachvili, Jacob N",,"Fisher, Leonard R (); Israelachvili, Jacob N (Australian National University)",217,18,,,,https://app.dimensions.ai/details/publication/pub.1040705259,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
483,100,pub.1011337478,10.1016/0166-6622(81)80016-9,,,Forces between hydrophobic surfaces in aqueous electrolyte and surfactant solutions containing common air-borne impurities,Colloids and Surfaces,,,1981-04,1981,2,3,277-285,Closed,Article,"Israelachvili, J.N.; Pashley, R.M.; Perez, E.; Tandon, R.K.",,"Israelachvili, J.N. (Australian National University); Pashley, R.M. (Australian National University); Perez, E. (Australian National University); Tandon, R.K. (Australian National University)",22,0,,,,https://app.dimensions.ai/details/publication/pub.1011337478,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
484,100,pub.1002929156,10.1016/0166-6622(81)80006-6,,,A comparison of surface forces and interfacial properties of mica in purified surfactant solutions,Colloids and Surfaces,,,1981-02,1981,2,2,169-187,Closed,Article,"Pashley, R.M.; Israelachvili, J.N.",,"Pashley, R.M. (Australian National University); Israelachvili, J.N. (Australian National University)",204,8,,,,https://app.dimensions.ai/details/publication/pub.1002929156,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
485,200,pub.1010381851,10.1016/b978-0-12-640380-0.50017-6,,,PHYSICAL PRINCIPLES AND MODES OF INTERACTION OF MEMBRANE LIPIDS AND AMPHIPHILES,,Chemistry and Biological Activities of Bacterial Surface Amphiphiles,,1981,1981,,,119-123,Closed,Chapter,"Israelachvili, Jacob N.",,"Israelachvili, Jacob N. (Australian National University)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1010381851,,,,,,
486,100,pub.1005448843,10.1016/s0167-8922(08)70872-1,,,Measurement of Adhesion and Short-Range Forces Between Molecularly Smooth Surfaces in Undersaturated Vapours and in Organic Liquids,Tribology Series,"Microscopic Aspects of Adhesion and Lubrication, Proceedings of the 34th International Meeting of the Société de Chimie Physique",,1981,1981,7,,55-69,Closed,Chapter,"Israelachvili, J.N.; Fisher, L.R.; Horn, R.G.; Christenson, H.K.",,"Israelachvili, J.N. (Australian National University); Fisher, L.R. (Australian National University); Horn, R.G. (Australian National University); Christenson, H.K. (Australian National University)",6,0,,,,https://app.dimensions.ai/details/publication/pub.1005448843,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
487,100,pub.1040917816,10.1016/0009-2614(80)87033-3,,,Determination of the Capillary pressure in menisci of molecular dimensions,Chemical Physics Letters,,,1980-12,1980,76,2,325-328,Closed,Article,"Fisher, L.R.; Israelachvili, J.N.",,"Fisher, L.R. (); Israelachvili, J.N. (Australian National University)",42,2,,,,https://app.dimensions.ai/details/publication/pub.1040917816,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
